Symbol,Close,Bid,Ask,Mid_Price,Direction,Regime,Confidence,Dynamic_Lot,SL_Pips,SL_Model,TP_Pips,TP_Model,RR_Ratio,Spread_Pips,Slippage_Est_Pips,Bid_Depth,Ask_Depth,Total_Depth,Depth_Imbalance,Depth_Available,Liquidity_Cluster_Price,Liquidity_Cluster_Volume,Liquidity_Stress,Liquidity_Status,Liquidity_Void,Lambda_Liquidity,Drift,Decay_Integral,Inflection_Detected,ZF_Score,Previous_Direction,Previous_Drift,Previous_ZF_Score,Previous_Lambda_Liquidity,Previous_Liquidity_Status,Delta_Drift,Delta_ZF_Score,Delta_Lambda,Direction_Changed,Liquidity_Status_Changed,Memory_Status,Risk_Mode,Trade_Allowed,Action_Signal,Risk_Note,Session_Phase,Historical_Status,Historical_Expectancy_R,Historical_Win_Rate,Historical_Signals,Live_Expectancy_R,Live_Signals
USDJPY.m,160.041,160.041,160.046,160.0435,NEUTRAL,RANGE,0,0.0,14.9,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.49999999999954525,0.44,0.0,0.0,0.0,0.0,False,,0.0,0.4749999999998408,LAMINAR,False,0.5749999999998409,0.08503271859307901,0.09148595227910004,False,0.21355552102655684,NEUTRAL,0.08590688335861305,0.19825045533959784,0.610000000000008,LAMINAR,-0.0008741647655340357,0.015305065686958996,-0.03500000000016712,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,UNVALIDATED,,,0,,0
AUDCAD.m,0.98561,0.98561,0.98568,0.985645,NEUTRAL,RANGE,0,0.0,14.3,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.7000000000001448,0.61,0.0,0.0,0.0,0.0,False,,0.0,0.5450000000000507,LAMINAR,False,0.6450000000000506,0.13318867691482852,-0.18221995057448365,True,0.23995882538783794,NEUTRAL,0.1396841157403564,0.25730240098286994,0.6100000000002099,LAMINAR,-0.006495438825527888,-0.017343575595031996,0.034999999999840714,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,TRADEABLE,0.0511,46.35,752,,0
AUDCHF.m,0.5607,0.5607,0.56076,0.56073,NEUTRAL,RANGE,0,0.0,6.3,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.6000000000005999,0.53,0.0,0.0,0.0,0.0,False,,0.0,0.51000000000021,LAMINAR,False,0.6100000000002099,0.08103160834410167,-0.25138698892978717,False,0.15952813891904677,NEUTRAL,0.09552233449873153,0.20991610587475723,0.6099999999998214,LAMINAR,-0.01449072615462986,-0.05038796695571046,3.885780586188048e-13,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,UNVALIDATED,,,0,,0
EURNZD.m,1.9848599999999998,1.9848599999999998,1.9849299999999999,1.9848949999999999,NEUTRAL,RANGE,0,0.0,20.4,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.7000000000001448,0.61,0.0,0.0,0.0,0.0,False,,0.0,0.5450000000000507,LAMINAR,False,0.6450000000000506,0.08868475010783698,0.30323271990724915,True,0.14198447480456117,NEUTRAL,0.08984220628791188,0.19202072051484043,0.8899999999993241,STRESSED,-0.0011574561800749006,-0.05003624571027926,-0.24499999999927347,False,True,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,UNVALIDATED,,,0,,0
GBPCAD.m,1.87614,1.87614,1.8761999999999999,1.87617,NEUTRAL,RANGE,0,0.0,12.1,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.5999999999994897,0.52,0.0,0.0,0.0,0.0,False,,0.0,0.5099999999998214,LAMINAR,False,0.6099999999998214,0.05926061556434672,0.005929660444831633,False,0.15447213684569477,NEUTRAL,0.05784804388825577,0.1802255375126188,0.6450000000000506,LAMINAR,0.0014125716760909485,-0.025753400666924026,-0.03500000000022929,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,UNVALIDATED,,,0,,0
GBPNZD.m,2.2995,2.2995,2.29961,2.299555,NEUTRAL,RANGE,0,0.0,22.9,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,1.0999999999983243,0.96,0.0,0.0,0.0,0.0,False,,0.0,0.6849999999994134,LAMINAR,False,0.7849999999994134,0.08197974434020301,0.15661422328744423,True,0.17248947559951386,NEUTRAL,0.08012111569992046,0.25477511501837047,1.0999999999983687,STRESSED,0.0018586286402825503,-0.08228563941885661,-0.31499999999895534,False,True,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,UNVALIDATED,,,0,,0
NZDCAD.m,0.81586,0.81586,0.81591,0.815885,NEUTRAL,TREND,0,0.0,16.0,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.49999999999994493,0.44,0.0,0.0,0.0,0.0,False,,0.0,0.4749999999999807,LAMINAR,False,0.5749999999999807,0.14212646353359534,-0.1108843020509772,True,0.1553209398326855,NEUTRAL,0.13544263088039865,0.187708629617335,0.68000000000028,LAMINAR,0.006683832653196692,-0.03238768978464951,-0.1050000000002993,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,UNVALIDATED,,,0,,0
NZDCHF.m,0.46413,0.46413,0.46418,0.464155,NEUTRAL,RANGE,0,0.0,5.5,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.49999999999994493,0.44,0.0,0.0,0.0,0.0,False,,0.0,0.4749999999999807,LAMINAR,False,0.5749999999999807,0.09008518710660512,-0.18367516925141772,False,0.17535370844089393,NEUTRAL,0.09078440422416734,0.21179040392719092,0.6450000000000506,LAMINAR,-0.0006992171175622119,-0.036436695486296994,-0.0700000000000699,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,TRADEABLE,0.0376,45.6,777,,0
NZDJPY.m,93.403,93.403,93.411,93.40700000000001,NEUTRAL,RANGE,0,0.0,12.0,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.7999999999995566,0.7,0.0,0.0,0.0,0.0,False,,0.0,0.5799999999998449,LAMINAR,False,0.6799999999998448,0.08462668859517049,-0.10062939147438735,True,0.1274607709558512,NEUTRAL,0.07745176454701644,0.18225041448459084,0.7849999999998488,LAMINAR,0.007174924048154049,-0.054789643528739634,-0.10500000000000398,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,UNVALIDATED,,,0,,0
XAGUSD.m,67.224,67.224,67.269,67.2465,NEUTRAL,RANGE,0,0.0,55.3,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,4.5000000000001705,3.94,0.0,0.0,0.0,0.0,False,,0.0,1.0,VOID,True,1.1,0.6928355214587234,1.755650346412669,True,0.25715274851411607,NEUTRAL,0.6662266372240729,0.28831895726642043,1.1,VOID,0.026608884234650465,-0.03116620875230436,0.0,False,False,LAMINAR,LIQUIDITY_LOCK,False,PERTAHANAN LIKUIDITAS,Liquidity void atau spread terlalu lebar.,ANOMALOUS,UNVALIDATED,,,0,,0
XAUUSD.m,4222.94,4222.26,4222.47,4222.365,NEUTRAL,RANGE,0,0.0,2041.7,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,21.000000000003638,18.38,0.0,0.0,0.0,0.0,False,,0.0,1.0,VOID,True,1.1,0.4445191424752283,3.00994853034702,False,0.3000638791649194,NEUTRAL,0.440432303193839,0.3232444874319539,1.1,VOID,0.004086839281389254,-0.023180608267034497,0.0,False,False,LAMINAR,LIQUIDITY_LOCK,False,PERTAHANAN LIKUIDITAS,Liquidity void atau spread terlalu lebar.,ANOMALOUS,TRADEABLE,0.0748,47.72,751,,0
